cell,amb,cycle,soh
B0045,4.0,35.0,0.6598389800169324
B0045,4.0,36.0,0.6430558496881651
B0045,4.0,37.0,0.6486549595722481
B0045,4.0,38.0,0.6388114524673849
B0045,4.0,39.0,0.632477829823686
B0045,4.0,40.0,0.6230613062590797
B0045,4.0,41.0,0.6164692458837479
B0045,4.0,42.0,0.6288553360948731
B0045,4.0,43.0,0.6116441899130427
B0045,4.0,44.0,0.6121344645259701
B0045,4.0,45.0,0.6173276894901958
B0045,4.0,46.0,0.5997333180993264
B0045,4.0,47.0,0.6010871557524503
B0045,4.0,48.0,0.607412466690106
B0045,4.0,49.0,0.5881366621762071
B0045,4.0,50.0,0.6041195824035112
B0045,4.0,51.0,0.5907162689582044
B0045,4.0,52.0,0.599106241849149
B0045,4.0,53.0,0.5811531662440237
B0045,4.0,54.0,0.5897128836740565
B0045,4.0,55.0,0.6058179222320509
B0045,4.0,56.0,0.5993584449808227
B0045,4.0,57.0,0.5965059740472555
B0045,4.0,58.0,0.594004664290574
B0045,4.0,59.0,0.5871142233205658
B0045,4.0,60.0,0.5690274775497204
B0045,4.0,61.0,0.5703282105742334
B0045,4.0,62.0,0.5946719005699871
B0045,4.0,63.0,0.5802443653658993
B0045,4.0,64.0,0.5813491813764755
B0045,4.0,65.0,0.5791566491320995
B0045,4.0,66.0,0.6003638875464973
B0045,4.0,67.0,0.5857306754451517
B0045,4.0,68.0,0.5821322474797331
B0045,4.0,69.0,0.571458555173629
B0045,4.0,70.0,0.5609604245132347
B0046,4.0,1.0,1.0
B0046,4.0,2.0,0.8772794983493625
B0046,4.0,3.0,0.869741389131376
B0046,4.0,4.0,0.8597569324932892
B0046,4.0,5.0,0.8502620494460146
B0046,4.0,6.0,0.8441860547699462
B0046,4.0,7.0,0.8422938955749567
B0046,4.0,8.0,0.8426103487952349
B0046,4.0,9.0,0.8355667413565903
B0046,4.0,10.0,0.8264447641404387
B0046,4.0,11.0,0.821636766609301
B0046,4.0,12.0,0.812574194334267
B0046,4.0,13.0,0.8236331542005146
B0046,4.0,14.0,0.8297432779828061
B0046,4.0,15.0,0.820787815838865
B0046,4.0,16.0,0.8133314575110198
B0046,4.0,17.0,0.8037205593457811
B0046,4.0,18.0,0.7940647814133248
B0046,4.0,19.0,0.7878410957838802
B0046,4.0,20.0,0.8158755889937873
B0046,4.0,21.0,0.7751051546628394
B0046,4.0,22.0,0.7690784492242184
B0046,4.0,23.0,0.7627235157662043
B0046,4.0,24.0,0.7593993261419322
B0046,4.0,25.0,0.751819382923096
B0046,4.0,26.0,0.7451215549939245
B0046,4.0,27.0,0.744415616707313
B0046,4.0,28.0,0.7359881750641172
B0046,4.0,29.0,0.7356907022678904
B0046,4.0,30.0,0.7299581937758316
B0046,4.0,31.0,0.7187200352027421
B0046,4.0,32.0,0.7176400818499385
B0046,4.0,33.0,0.7435967064985156
B0046,4.0,34.0,0.7547177264277919
B0046,4.0,35.0,0.7394022078859627
B0046,4.0,36.0,0.7362096840191669
B0046,4.0,37.0,0.7219998087724714
B0046,4.0,38.0,0.7147447509213642
B0046,4.0,39.0,0.7112738033226265
B0046,4.0,40.0,0.7081721601878415
B0046,4.0,41.0,0.6974863786221467
B0046,4.0,42.0,0.6919079179611226
B0046,4.0,43.0,0.688604290069761
B0046,4.0,44.0,0.682313965077341
B0046,4.0,45.0,0.6767026292521171
B0046,4.0,46.0,0.6756725264850695
B0046,4.0,47.0,0.6700030834283367
B0046,4.0,48.0,0.6654063047553063
B0046,4.0,49.0,0.665582565587506
B0046,4.0,50.0,0.6567060891557319
B0046,4.0,51.0,0.6585292562750975
B0046,4.0,52.0,0.6502057997006441
B0046,4.0,53.0,0.7025180244845376
B0046,4.0,54.0,0.7012598573335063
B0046,4.0,55.0,0.6926846963765415
B0046,4.0,56.0,0.6841004376302356
B0046,4.0,57.0,0.6738266588750718
B0046,4.0,58.0,0.6674746962992741
B0046,4.0,59.0,0.6713183501476312
B0046,4.0,60.0,0.6776675409812515
B0046,4.0,61.0,0.6690862037076866
B0046,4.0,62.0,0.660257234546993
B0046,4.0,63.0,0.6568757023654074
B0046,4.0,64.0,0.7250644253210565
B0046,4.0,65.0,0.6972676794231909
B0046,4.0,66.0,0.6892556190477215
B0046,4.0,67.0,0.6796733645153222
B0046,4.0,68.0,0.6686245649253746
B0046,4.0,69.0,0.6676182876878015
B0047,4.0,1.0,1.0
B0047,4.0,2.0,0.9104472858585216
B0047,4.0,3.0,0.9007179259172385
B0047,4.0,4.0,0.8860739364832826
B0047,4.0,5.0,0.8762676993307483
B0047,4.0,6.0,0.8653491316743638
B0047,4.0,7.0,0.8635545128053375
B0047,4.0,8.0,0.8547537541839961
B0047,4.0,9.0,0.8476799436617847
B0047,4.0,10.0,0.8361664306420813
B0047,4.0,11.0,0.8293088059439815
B0047,4.0,12.0,0.8153972395267488
B0047,4.0,13.0,0.8397779626140351
B0047,4.0,14.0,0.8396047170054104
B0047,4.0,15.0,0.8282639660220997
B0047,4.0,16.0,0.8185518857796807
B0047,4.0,17.0,0.8061513985174807
B0047,4.0,18.0,0.7914648399526456
B0047,4.0,19.0,0.7831276779905801
B0047,4.0,20.0,0.7999878426165894
B0047,4.0,21.0,0.7674324034052742
B0047,4.0,22.0,0.7655232199436679
B0047,4.0,23.0,0.7525542576909527
B0047,4.0,24.0,0.7561767892032425
B0047,4.0,25.0,0.7414176143019554
B0047,4.0,26.0,0.7345660186674811
B0047,4.0,27.0,0.7334916886522722
B0047,4.0,28.0,0.7250685532318206
B0047,4.0,29.0,0.7270740349459761
B0047,4.0,30.0,0.7211020564059323
B0047,4.0,31.0,0.7095724335924766
B0047,4.0,32.0,0.7085357391738499
B0047,4.0,33.0,0.7533834871445302
B0047,4.0,34.0,0.755432737015607
B0047,4.0,35.0,0.7445773888214354
B0047,4.0,36.0,0.7366594517429575
B0047,4.0,37.0,0.7244350295518608
B0047,4.0,38.0,0.7166620435105678
B0047,4.0,39.0,0.7108956165888245
B0047,4.0,40.0,0.7102986378745739
B0047,4.0,41.0,0.6970473498459693
B0047,4.0,42.0,0.69374159273429
B0047,4.0,43.0,0.6901708832245835
B0047,4.0,44.0,0.686166882252563
B0047,4.0,45.0,0.6830136451625336
B0047,4.0,46.0,0.6819556246011421
B0047,4.0,47.0,0.6785256095702547
B0047,4.0,48.0,0.6711063034704141
B0047,4.0,49.0,0.6761313277156185
B0047,4.0,50.0,0.6671486655899155
B0047,4.0,51.0,0.6689600822485446
B0047,4.0,52.0,0.6605591652859539
B0047,4.0,53.0,0.7112147542121009
B0047,4.0,54.0,0.7174552378530215
B0047,4.0,55.0,0.7111554564205633
B0047,4.0,56.0,0.7026424411425586
B0047,4.0,57.0,0.6945038177558939
B0047,4.0,58.0,0.6878170104369552
B0047,4.0,59.0,0.6918497683909584
B0047,4.0,60.0,0.6983367469640976
B0047,4.0,61.0,0.6921170421882771
B0047,4.0,62.0,0.683244085877098
B0047,4.0,63.0,0.6799204926231046
B0047,4.0,64.0,0.7294432443719845
B0047,4.0,65.0,0.718570679381464
B0047,4.0,66.0,0.7105723823500851
B0047,4.0,67.0,0.7032307425341058
B0047,4.0,68.0,0.6918949677247088
B0047,4.0,69.0,0.6908591493558421
B0048,4.0,1.0,1.0
B0048,4.0,2.0,0.9093470250293444
B0048,4.0,3.0,0.9040568943690328
B0048,4.0,4.0,0.8916139274710806
B0048,4.0,5.0,0.8817013203063286
B0048,4.0,6.0,0.8751285520318686
B0048,4.0,7.0,0.8756036597520356
B0048,4.0,8.0,0.871168104584611
B0048,4.0,9.0,0.8641388082058207
B0048,4.0,10.0,0.8547919060068272
B0048,4.0,11.0,0.8478647421927377
B0048,4.0,12.0,0.8385249299155881
B0048,4.0,13.0,0.8562543522156978
B0048,4.0,14.0,0.8558867201952084
B0048,4.0,15.0,0.8469699040087572
B0048,4.0,16.0,0.8393351987262203
B0048,4.0,17.0,0.829291617022154
B0048,4.0,18.0,0.8169597001118847
B0048,4.0,19.0,0.8106308147360146
B0048,4.0,20.0,0.827737113981872
B0048,4.0,21.0,0.7951834080101633
B0048,4.0,22.0,0.7908783209529936
B0048,4.0,23.0,0.7822802774870528
B0048,4.0,24.0,0.783790963519164
B0048,4.0,25.0,0.7735939845883386
B0048,4.0,26.0,0.7691751601213573
B0048,4.0,27.0,0.7681306652289445
B0048,4.0,28.0,0.759598788480547
B0048,4.0,29.0,0.7618616564896189
B0048,4.0,30.0,0.753422835717077
B0048,4.0,31.0,0.7442627490634559
B0048,4.0,32.0,0.7479103125846248
B0048,4.0,33.0,0.7863160723732748
B0048,4.0,34.0,0.7931601144389089
B0048,4.0,35.0,0.7773686770562382
B0048,4.0,36.0,0.7766689945455463
B0048,4.0,37.0,0.764379600466014
B0048,4.0,38.0,0.7542808685739633
B0048,4.0,39.0,0.7531462287829238
B0048,4.0,40.0,0.7527175232631383
B0048,4.0,41.0,0.7419136334060827
B0048,4.0,42.0,0.7384939546201917
B0048,4.0,43.0,0.7350250505350263
B0048,4.0,44.0,0.7260492962607286
B0048,4.0,45.0,0.7206076089411644
B0048,4.0,46.0,0.7269073599380337
B0048,4.0,47.0,0.7210964095686865
B0048,4.0,48.0,0.7170403377482644
B0048,4.0,49.0,0.7186753329795459
B0048,4.0,50.0,0.7072749348090135
B0048,4.0,51.0,0.7141836817809554
B0048,4.0,52.0,0.6982422188804828
B0048,4.0,53.0,0.7595652647329886
B0048,4.0,54.0,0.7635022620269846
B0048,4.0,55.0,0.7522697182305073
B0048,4.0,56.0,0.7435536997790559
B0048,4.0,57.0,0.7430413528448431
B0048,4.0,58.0,0.7363021961302799
B0048,4.0,59.0,0.7403784096907994
B0048,4.0,60.0,0.7470941761505647
B0048,4.0,61.0,0.7408691499702987
B0048,4.0,62.0,0.7295243520602624
B0048,4.0,63.0,0.7287198000424283
B0048,4.0,64.0,0.7840029674740703
B0048,4.0,65.0,0.7654556387046152
B0048,4.0,66.0,0.757248378157824
B0048,4.0,67.0,0.75512124897654
B0048,4.0,68.0,0.7463820867205759
B0048,4.0,69.0,0.7377145103452633
